 ,Full Name,Gender,Date of Birth,RPP,ERPP,Parliament Name,D I P S,E O P T,Political Party Name
1014,Mokgalapa. Mr. Stevens,M,09.04.77 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1015,Motimele. Mr. Malusi Stanley,M,11.06.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1016,Vos. Mr. James,M,24.09.79 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1017,Davis. Mr. Gavin Richard,M,03.08.77 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1018,Mnisi. Ms. Nokhaya Adelaide,F,24.09.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1019,Ollis. Mr. Ian Michael,M,15.03.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1020,Ketabahle. Ms. Vuyokazi,F,12.09.73 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1021,Nqakula. Mr. Charles,M,13.09.42 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1022,Manana. Mr. Mduduzi Comfort,M,12.02.84 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1023,Jongbloed. Ms. Zelda,F,03.10.50 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1024,Radebe. Mr. Goodwill Sbusiso,M,04.03.78 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1025,Mandela. Ms. Nomzamo Winfred,F,26.09.36 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1026,Topham. Mr. Brandon Rodney,M,07.06.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1027,Loliwe. Ms. Fezeka Sister,F,17.08.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1028,Nzimande. Doctor Bonginkosi Emmanuel,M,14.04.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1029,Skosana. Mr. James Jim,M,25.04.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1030,Mathale. Mr. Cassel Charlie,M,23.01.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1031,Manana. Ms. Duduzile Promise,F,07.07.74 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1032,Kekana. Ms. Pinky Sharon,F,14.07.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1033,Hanekom. Mr. Derek Andre,M,13.01.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1034,Gordhan. Mr. Pravin Jamnadas,M,12.04.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1035,Dlamini-Zuma. Doctor Nkosazana Clarice,F,27.01.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1036,Ngcobo. Ms. Beatrice Thembekile,F,18.07.43 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1037,Mackay. Mr. Gordon,M,21.09.81 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1038,Mbatha. Mr. Moses Sipho,M,30.08.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1039,Mulder. Doctor Pieter Willem. Adriaan,M,26.07.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,FF PLUS
1040,Tlhaole. Mr. Shadrack Lapologang,M,09.10.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1041,Mabilo. Mr. Solomon Patrick,M,25.10.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1042,Baker. Mrs. Tarnia Elena,F,10.09.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1043,Yengeni. Ms. Lumka Elizabeth,F,20.04.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1044,Khoza. Doctor Makhosi Busisiwe,F,12.12.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1045,Terblanche. Ms. Johnna Fredrika,F,14.12.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1046,Mabe. Mr. Puleng Peter,M,29.03.80 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1047,Khoza. Mr. Timothy Zanoxolo Matsebane,M,08.08.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1048,Bonhomme. Mr. Trevor John,M,15.01.42 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1049,Redelinghuys. Mr. Marius Helenis,M,15.09.87 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1050,Mncwango. Mr. Mangaqa Albert,M,19.08.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1051,James. Doctor Wilmot Godfrey,M,05.07.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1052,Manyoni. Mr. Thabo Moses,M,01.01.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1053,Molefe. Mr. Brian,M,28.12.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1054,Mabudafhasi. Ms. Thizwilondi Rejoyce,F,23.05.43 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1055,Mkongi. Mr. Bongani Michael,M,09.03.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1056,Kubayi. Ms. Mmamoloko Tryphosa,F,08.05.78 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1057,Letsatsi-Duba. Ms. Dipuo,F,25.09.65 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1058,Volmink. Doctor Heinrich Cyril,M,27.07.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1059,Mudau. Mr. Abram Molefe,M,24.10.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1060,Khoza. Mr. Nicholous Pro,M,17.12.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1061,Chewane. Doctor Hlayiseka,M,03.07.81 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1062,Qikani. Ms. Agnes Daphne. Noluthando,F,23.09.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1063,Balindlela. Ms. Zisiwe Beauty Nosimo,F,28.11.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1064,Gana. Mr. Stanford Makashule,M,11.08.83 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1065,Nesi. Mr. Bonisile  Alfred,M,20.09.65 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1066,Matshobeni. Ms. Asanda,F,25.12.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1067,Ntobongwana. Ms. Pumza,F,20.04.76 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1068,Matlhoko. Mr. Abinaar Modikela,M,12.03.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1069,Lovemore. Ms. Annette Annette,F,12.06.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1070,Bhanga. Mr. Bennet Mzwenqaba,M,28.08.77 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1071,Nyalungu. Ms. Raesibe Eunice,F,10.10.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1072,Scheepers. Ms. Maureen Angela,F,12.02.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1073,Goqwana. Doctor Monwabisi Bevan,M,28.02.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1074,Maluleke. Ms. Johanna Mmule,F,17.08.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1075,Sizani. Mr. Phumelele Stone,M,02.03.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1076,Moloi-Moropa. Ms. Joyce Clementine,F,13.05.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1077,Mashatile. Mr. Shipokosa Paulus,M,21.10.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1078,Mosala. Mr. Itumeleng,M,15.01.70 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1079,Morapela. Mr. Kgotso Zachariah,M,01.08.79 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1080,Ramokhoase. Mr. Tete Ramalie Jonas,M,27.05.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1081,Mubu. Mr. Kenneth Sililo,M,01.06.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1082,Masango. Mr. Suhla James,M,02.09.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1083,Mpontshane. Mr. Alfred Mkhipheni,M,19.05.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1084,Twala. Mr. Diliza Lucky,M,08.11.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1085,Boshielo. Ms. Shela Paulina,F,26.02.71 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1086,Joseph. Mr. Barnard Daniel,M,30.08.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1087,Mngxitam. Mr. John Andile,M,07.07.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1088,Ramakatsa. Mr. Ramakaudi Paul,M,08.05.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1089,Litchfield-Tshabalala. Ms. Khanyisile,F,02.08.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1090,Greyling. Mr. Lance William,M,14.06.73 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1091,Tshishonga. Mr. Michael Malisa,M,13.03.46 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,AGANG SA
1092,Nkoana. Mr. Hlakudi Frans,M,13.09.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1093,Moonsamy. Ms. Magdalene,F,30.05.78 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,EFF
1094,Botha. Ms. Yolanda Rachel,F,26.01.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1095,Mphethi. Mr. Seropane Senyane Alton,M,14.08.66 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,PAC
1096,Mdaka. Ms. Mavis Nomakhaya,F,13.09.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1097,Tsopo. Ms. Mantsheng Anna,F,15.09.62 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1098,Oriani-Ambrosini. Mr. Mario Gaspare,M,26.10.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1099,Jordan. Doctor Zweledinga Pallo,M,22.05.42 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1100,Ntwanambi. Ms. Nosipho Dorothy,F,25.09.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1101,Sisulu. Mr. Max Vuyisile,M,23.08.45 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1102,Landers. Mr. Luwellyn Tyrone,M,28.12.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1103,Holomisa. Advocate Sango Patekile,M,26.08.59 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1104,Mfeketo. Ms. Nomaindiya Cathleen,F,02.06.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1105,Manamela. Mr. Kgwaridi Buti,M,10.07.79 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1106,Zulu. Ms. Lindiwe Daphne,F,21.04.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1107,Jonas. Mr. Mcebisi Hubert,M,02.07.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1108,Brown. Ms. Lynette,F,26.09.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1109,Cele. Mr. Bhekokwakhe ,M,22.02.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1110,Mashego-Dlamini. Ms. Kwati ,F,01.01.60 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1111,Masina. Mr. Mzwandile Collen,M,02.09.74 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1112,Masuku. Mr. Madala ,M,06.06.65 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1113,Skwatsha. Mr. Mcebisi,M,31.07.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1114,Van Wyk. Ms. Annelize,F,24.08.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1115,Matlanyane. Ms. Helen Flora,F,03.02.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1116,Makasi. Ms. Xoliswa Caroline,F,10.08.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1117,Kotsi. Ms. Cecilia Mampe Papadi,F,18.06.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1118,Mayatula. Professor Shepherd Malusi,M,10.10.45 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1119,Mentor. Ms. Mabel Patronella Vytjie,F,19.10.63 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1120,Nonkonyana. Nkosi Mwelo,M,11.01.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1121,Abram. Mr. Salamuddi,M,06.10.40 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1122,Diale. Mr. Nelson Letsau,M,01.01.36 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1123,Hajaig. Ms. Fatima,F,10.12.38 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1124,Lee. Mr. Trevor Donald,M,26.06.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1125,Farrow. Mr. Stuart Brian,M,17.09.46 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1126,Lishivha. Ms. Tshiwela Elida,F,28.06.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1127,Magubane. Mr. Ntando Emmanuel,M,07.08.39 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1128,Mahomed. Ms. Farida,F,02.02.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1129,Maserumule. Mr. Frans Tlokwe,M,06.06.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1130,Zulu. Prince Bhekizizwe Zeblon,M,05.05.45 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1131,Maunye. Ms. Maggie Margaret,F,28.11.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1132,Mlangeni. Mr. Andrew,M,06.06.25 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1133,Maziya. Mr. Mokabhe Allpheus,M,15.10.50 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1134,Mokoena. Mr. Aubrey Dundubala,M,12.04.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1135,Ngcengwane. Ms. Nompendulo Doris,F,13.07.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1136,Njobe. Ms. Makhosazana Abigial. Alicia,F,13.05.30 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1137,Rabie. Doctor Pierre Jacques,M,22.03.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1138,Van Der Merwe. Mr. Jacobus Hercules,M,04.08.37 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1139,Schneemann. Mr. Gregory David,M,26.08.65 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1140,Sekgobela. Ms. Priscilla Sindisiwe,F,11.05.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1141,Nwamitwa. Hosi Tinyiko Lwandlamuni. Phillia,F,27.06.40 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1142,Smuts. Ms. Mudene,F,13.07.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1143,Sosibo. Ms. Jabu Elsie,F,06.08.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1144,Tinto. Ms. Bulelwa,F,12.09.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1145,Smith. Mr. Peter Francis,M,14.10.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1146,Turok. Professor Benjamin,M,26.06.27 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1147,Mathibela. Ms. Nomvula Frieda,F,13.09.41 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1148,Ramodibe. Ms. Dorothy Mapula,F,20.04.42 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1149,Ainslie. Mr. Arthur Roy,M,10.07.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1150,Nhlengethwa. Ms. Dumisile Goodness,F,04.07.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1151,Mfundisi. Mr. Isaac Sipho,M,02.10.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,UCDP
1152,Chen. Ms. Su Huei,F,25.12.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1153,Bhoola. Mr. Royith Baloo,M,25.03.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,MF
1154,Boinamo. Mr. George Gaolatlhe,M,03.02.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1155,Burgess. Mr. Cecil Valentine,M,03.06.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1156,Dikgacwi. Mr. Mgolodi Moses,M,16.12.50 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1157,Gaum. Mr. Andre Hurtley,M,22.03.68 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1158,Gololo. Mr. Christopher Lancaster,M,03.10.58 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1159,Kholwane. Mr. Sikhumbuzo Eric,M,24.09.72 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1160,Maluleka. Mr. Holmes Peter,M,25.03.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1161,Ndlovu. Mr. Velaphi Bethuel,M,25.06.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1162,Moss. Ms. Linda Nelie,F,10.11.64 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1163,Mashiane. Ms. Lorraine Mmakgosi,F,05.06.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
1164,Mashigo. Ms. Refilwe Modikanalo,F,07.10.47 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1165,Mgabadeli. Ms. Hlengiwe Christophina,F,13.07.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1166,Steyn. Mr. Aaron Butch Cecil,M,04.04.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1167,Huang. Mr. Shiaan -. Bin,M,01.07.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1168,Mtshali. Mr. Eric,M,20.11.33 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1169,Njikelana. Mr. Sisa James,M,10.08.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1170,Nxumalo. Ms. Muntu Doreen,F,16.08.49 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1171,Sayedali Shah. Mr. Mohammed Rafeek,M,10.10.56 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1172,Sibanyoni. Mr. Jonas Ben,M,14.08.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1173,Sonto. Mr. Mzunani Roseberry,M,01.01.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1174,Swart. Mr. Marius,M,29.12.41 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1175,Van Dyk. Mr. Salomon Maritz,M,14.09.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1176,Zikalala. Ms. Constance Ntombikayise. Z,F,11.11.39 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,IFP
1177,Lamoela. Ms. Helen,F,30.08.46 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1178,Ntuli. Mr. Zwelifile Christopher,M,02.01.54 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1179,Watson. Mr. Armiston,M,26.11.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,DA
1180,Madlala. Ms. Nomopo Maggie,F,06.07.44 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1181,Masilo. Ms. Joyce Mabel,F,13.02.48 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1182,Sogoni. Mr. Elliot Mshiyeni,M,17.04.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1183,Ngele. Ms. Nombuyiselo Joyce,F,19.01.33 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1184,Lekgetho. Mr. George,M,27.06.57 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1185,Daniels. Ms. Pamela,F,18.09.67 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1186,Twala. Ms. Ntombikayise Margaret,F,06.05.53 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1187,Selau. Mr. Gaolaolwe Joseph,M,31.01.52 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1188,Ndlazi. Ms. Alexia Zintle,F,04.04.55 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1189,Mashishi. Ms. Agnes Christin,F,11.03.61 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1190,Sunduza. Ms. Thandile Babalwa,F,15.11.77 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1191,Matshoba. Mr. Joel Mntwabantu,M,08.06.51 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1192,Bikani. Ms. Faith Claudine,F,03.03.69 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,ANC
1193,Adams. Advocate Luzelle Henrietta,F,19.12.81 00:00,No,,NationaL Assembly of South Africa ,07.05.14 00:00,07.05.19 00:00,COPE
